__UUID4__;da2aa5e3-80f9-4d6e-9f08-c62b0ec11b05
__CREATED-ON__;2026-09-18 17:04:41.642538
__DEF-URL__;http://pybpod-api.readthedocs.org
__DEF-TEXT__;This file contains data recorded during a session from the PyBpod system
__SOFTWARE__;PyBpod API v1.8.2
__HAS-HEADER__
TYPE;PC-TIME;BPOD-INITIAL-TIME;BPOD-FINAL-TIME;MSG;+INFO
VAL;2026-09-18 17:05:01.742841;;;WHEEL_POS;10.399,0.00
VAL;2026-09-18 17:05:01.758459;;;WHEEL_POS;10.415,0.00
VAL;2026-09-18 17:05:01.780452;;;WHEEL_POS;10.437,0.00
VAL;2026-09-18 17:05:01.811712;;;WHEEL_POS;10.468,0.00
VAL;2026-09-18 17:05:01.842882;;;WHEEL_POS;10.499,0.00
VAL;2026-09-18 17:05:01.880660;;;WHEEL_POS;10.537,0.00
VAL;2026-09-18 17:05:01.911337;;;WHEEL_POS;10.568,0.00
VAL;2026-09-18 17:05:01.942590;;;WHEEL_POS;10.599,0.00
VAL;2026-09-18 17:05:01.970239;;;WHEEL_POS;10.627,0.00
VAL;2026-09-18 17:05:01.999390;;;WHEEL_POS;10.656,0.00
VAL;2026-09-18 17:05:02.015022;;;WHEEL_POS;10.671,0.00
VAL;2026-09-18 17:05:02.074469;;;WHEEL_POS;10.731,0.00
VAL;2026-09-18 17:05:02.096616;;;WHEEL_POS;10.753,0.00
VAL;2026-09-18 17:05:02.127867;;;WHEEL_POS;10.784,0.00
